product_name,status,baseline_month,coverage,confidence,baseline_price,model_baseline_price,predicted_price,price_delta_pct,predicted_volume,baseline_risk,baseline_risk_score,risk_score,risk
Cabbage,ok,month 10,india: sourced in 4/10 months; local: sourced in 9/10 months,india: reliable; local: reliable,37.39,43.051040909723845,45.86274056974959,6.5310840356259,226722.1,Low,0.14029702934064459,0.1485006384527517,Low
Cabbage_Red,ok,month 10,india: never sourced (10 months present); local: sourced in 10/10 months,local: reliable,77.83,87.19174738127832,87.25062378101751,0.06752519763335574,6442.88,Low,0.16816451594745005,0.16816451594745005,Low
Carrot,ok,month 10,india: sourced in 6/10 months; local: sourced in 6/10 months,india: reliable; local: reliable,46.74,43.81002256506968,43.99859438074889,0.4304307659260598,131644.0833333333,Low,0.17156580670610075,0.20165996344733483,Low
Cauliflower_Hill,ok,month 10,india: sourced in 2/10 months; local: sourced in 8/10 months,india: low-confidence; local: reliable,67.39,67.68784151790761,68.63892569633151,1.4051034234446425,300959.0,Low,0.17035886318861648,0.160491538227671,Low
Chilly_Green,ok,month 10,india: sourced in 8/10 months; local: sourced in 10/10 months,india: reliable; local: reliable,130.22,129.1952093414153,131.3145629119213,1.6404273667031566,162536.63,Low,0.23163998073280742,0.19288621543258638,Low
Christophine,ok,month 10,india: sourced in 5/10 months; local: sourced in 9/10 months,india: reliable; local: reliable,65.0,64.64997049887234,59.5592628663332,-7.874261338801281,22823.199999999997,Medium,0.3724595787980324,0.27013029982363684,Low
Coconut,ok,month 10,india: sourced in 10/10 months; local: never sourced (10 months present),india: reliable,155.0,158.15157388923697,157.68356625157767,-0.2959234778068476,64312.85,Medium,0.5152863628997545,0.5152863628997545,Medium
Coriander_Green,ok,month 10,india: never sourced (10 months present); local: sourced in 10/10 months,local: reliable,128.26,103.5890069086362,103.5890069086362,0.0,43502.56,Low,0.2050897214841405,0.2050897214841405,Low
Cow_Pea,ok,month 10,india: sourced in 9/10 months; local: sourced in 9/10 months,india: reliable; local: reliable,91.3,118.55866320588353,113.24152410899396,-4.484817012195963,163898.93333333335,Low,0.2278485186635147,0.1880878376000688,Low
Cress_Leaf,ok,month 10,india: never sourced (9 months present); local: sourced in 7/9 months,local: reliable,45.5,49.29701164998703,45.91348066161295,-6.863562060105055,5170.285714285714,Medium,0.36685596280863164,0.36685596280863164,Medium
